keyword,tweet_id,username,handle,text,sentiment,url,datetime,likes,retweets,replies,tweets_per_date
pasokan bbm OR bbm OR energi,2049636538993303914,Fiya ᯽,meinkaiza,Harusnya tidur... tapi aku habis minum tiramisu latte dan harus dikeluarkan semua brain juice dan energi ini.... (mari kita masak nasi),Neutral,https://x.com/status/2049636538993303914,2026-04-29 23:46:45,0,0,1,40
pasokan bbm OR bbm OR energi,2049636455681601923,Miss K,KoolKay20,@_FabulousFour @LebohangNgweny1 @BBMzansi @MagnumSA We thank you BBM.  LIEMA X MAGNUM LIEMA AT INDUSTRYNITE LIEMA OUR ONLY SUNSHINE #LiemaPantsiXMagnum #LiemaPantsi,Neutral,https://x.com/status/2049636455681601923,2026-04-29 23:46:26,0,0,0,40
pasokan bbm OR bbm OR energi,2049635822673199431,balmond indosat,gealonica,masih pagi energi gw udh abis baca cuitan org marah marah hadah,Neutral,https://x.com/status/2049635822673199431,2026-04-29 23:43:55,0,0,0,40
pasokan bbm OR bbm OR energi,2049635793552216169,꧁༺ Papinya Kinanth༻꧂ ⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯,ndorobey_ix,yang menciptakan ionosfer itu sendiri.  - Matahari melepaskan 3.8 × 10²⁶ watt. - Bumi menerima 1.74 × 10¹⁷ watt. - HAARP memancarkan 3.6 × 10⁶ watt.  Rasio HAARP vs energi surya yang diterima Bumi: 1 : 48.000.000.000 ! ( SATU banding 48 MILYAR),Neutral,https://x.com/status/2049635793552216169,2026-04-29 23:43:48,0,0,1,40
pasokan bbm OR bbm OR energi,2049635734605410652,martinus pri hendratmoko,mprihendratmoko,Bantargebang penghasil gas metana terbesar kedua didunia. Hebat? Kalau bisa mengolah jadi energi dan kompos. Tidak hebat karena menyumbang pemanasan suhu global. Apa tdk bisa negeri kita olah sampah jadi kompos? Kerjasama neg lain olah jadi energi? Ahli2 kita? Jgn hanya pidato,Neutral,https://x.com/status/2049635734605410652,2026-04-29 23:43:34,0,0,0,40
pasokan bbm OR bbm OR energi,2049635625872277704,scofierce,scofierceyanhar,"Daripada MBG yang kalian serang, Kenapa gak : IKN? Subsidi BBM? Dan Proyek2 penghamburan uang di daerah2?",Neutral,https://x.com/status/2049635625872277704,2026-04-29 23:43:08,0,0,0,40
pasokan bbm OR bbm OR energi,2049635439854944395,Introvert Me 🏳️‍🌈,IntrovertMe3,"@allanjacob_mt Tama nga kayo, 6 na taong kaming iiyak... sa kakatawa sa inyo. 😂 lahat nun kuda nyo noon, bumabalik sa inyo like ""kung walang ginawang masama, walang dapat ikatakot."", yun pagtatanggol nyo kay bbm, para kayong sinampal nun naghiwalay ang unitae. And many more to come.",Positive,https://x.com/status/2049635439854944395,2026-04-29 23:42:23,0,0,0,40
pasokan bbm OR bbm OR energi,2049635364705542336,Indra Angkola,IndraAngkola2,@sikodoksakit Mudah2an bisa duduk di sana. Tp janji kalau sdh duduk jangan lupa berdiri untuk menurunkan harga BBM...🤝,Neutral,https://x.com/status/2049635364705542336,2026-04-29 23:42:05,0,0,1,40
pasokan bbm OR bbm OR energi,2049635262272360908,헐,heolsaeyo,ya allah udah gapunya energi… pgn bolos aja rasanya,Neutral,https://x.com/status/2049635262272360908,2026-04-29 23:41:41,0,0,0,40
pasokan bbm OR bbm OR energi,2049634828900024711,AleSerbabisa,aleserbabisa,"- lebih. Apa yang terjadi di Indonesia? Harga bahan pangan naik, banyak kelangkaan bbm, mulai ada phk. Itu aja yg konflik belum termasuk negara ""adidaya"".  Kali ini yg konflik negara ""penyokong ekonomi dunia"". Jadi imbas saat ini akan lebih besar dari perang Russia-Ukraine.",Neutral,https://x.com/status/2049634828900024711,2026-04-29 23:39:58,0,0,0,40
pasokan bbm OR bbm OR energi,2049634825842438449,AleSerbabisa,aleserbabisa,"- harga pertamax pasti bakalan kena adjust sih. Harusnya seperti itu.   Oke balik ke topik deh. Terakhir harga pangan dan bbm naik waktu Russia sama Ukraine konflik. Si harga minyak mentah itu sampe tertahan di atas 85 dollar selama lebih dari 2 kuartal loh, which is 6 bulan -",Neutral,https://x.com/status/2049634825842438449,2026-04-29 23:39:57,0,0,1,40
pasokan bbm OR bbm OR energi,2049634745169138107,win,ssunshinef,udah lama bgt ga aktif disini 😭 terlalu menguras energi jujurrr,Neutral,https://x.com/status/2049634745169138107,2026-04-29 23:39:38,0,0,0,40
pasokan bbm OR bbm OR energi,2049634636452843581,sallamon ☀︎٠ ࣪⭑,archesphar,bnr bnr ga ada energi,Neutral,https://x.com/status/2049634636452843581,2026-04-29 23:39:12,0,0,0,40
pasokan bbm OR bbm OR energi,2049634537395880075,꧁༺ Papinya Kinanth༻꧂ ⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯,ndorobey_ix,"Ini soal fundamental banget, ""Hukum Pertama Termodinamika"" ...energi tidak bisa diciptakan dari vakum.  HAARP ibarat pemanas ruangan kecil. Badai tropis adalah mesin termodinamik skala benua.",Neutral,https://x.com/status/2049634537395880075,2026-04-29 23:38:48,0,0,1,40
pasokan bbm OR bbm OR energi,2049634522598343039,ruru ୨୧ k/ia,twinskistarry,"selamat pagi teman timun, jgn lupa siapkan energi kalian buat berperang jam 4 sore nanti https://t.co/alqubqLDYP",Neutral,https://x.com/status/2049634522598343039,2026-04-29 23:38:45,0,0,7,40
pasokan bbm OR bbm OR energi,2049634064098091296,Manong ԵօԵՏí 𝕏,manongtotsi,"@TrillanesSonny Dili daw sila magpa ilad, pero nganong nagpa ilad man mong BBM?",Neutral,https://x.com/status/2049634064098091296,2026-04-29 23:36:55,2,0,3,40
pasokan bbm OR bbm OR energi,2049634043487289434,꧁༺ Papinya Kinanth༻꧂ ⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯,ndorobey_ix,"Mari kita hitung:  ▪️ Daya HAARP: 3.6 megawatt ▪️ Energi penggerak satu badai tropis kecil: ~10¹⁴ watt ▪️ Rasio: HAARP harus ""28 juta kali lebih kuat"" untuk sekadar menyentuh energi badai!  Ini bukan soal teknologi yang belum canggih.",Neutral,https://x.com/status/2049634043487289434,2026-04-29 23:36:50,0,0,1,40
pasokan bbm OR bbm OR energi,2049633544507691393,꧁༺ Papinya Kinanth༻꧂ ⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯,ndorobey_ix,"ke troposfer melalui apa? Tidak ada mekanisme fisis yang dikenal.  Ini bukan gap teknologi, tp gap ontologis dalam hukum alam semesta.  3. TERMODINAMIKA  Fluks daya HAARP di ionosfer berada di bawah 0.03 W/m² (kurang dari 1/100 densitas energi termal plasma ionosfer itu sendiri)",Neutral,https://x.com/status/2049633544507691393,2026-04-29 23:34:52,0,0,1,40
pasokan bbm OR bbm OR energi,2049633058043961678,terapi warna,terapiwarna,"Warna merah dalam psikologi: Memicu energi, gairah, dan nafsu makan.   Cocok untuk restoran, tapi hati-hati—bisa bikin jantung berdegup kencang!   Apa warna favoritmu yang bikin semangat? ❤️",Neutral,https://x.com/status/2049633058043961678,2026-04-29 23:32:56,0,0,0,40
pasokan bbm OR bbm OR energi,2049632904377155615,꧁༺ Papinya Kinanth༻꧂ ⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯,ndorobey_ix,"- Ionosfer adalah ""plasma tipis"" ..gas terionisasi dengan densitas ~10⁵ elektron/cm³.  - Troposfer adalah ""fluida atmosferik padat"" dengan densitas ~2.7 × 10¹⁹ molekul/cm³.  Rasio densitas: lebih dari 100 triliun kali lipat.  Mekanisme transfer energi dari plasma ionosferik",Neutral,https://x.com/status/2049632904377155615,2026-04-29 23:32:19,0,0,1,40
pasokan bbm OR bbm OR energi,2049632577858744459,Zachary Milner,ThatGuy29295,I have draft anxiety. I want too. Just not feeling in the headspace. Worried about the schedule. W BBM it’s critical to have some game stack unless you run super hot wk 15 16 17,Neutral,https://x.com/status/2049632577858744459,2026-04-29 23:31:01,1,0,0,40
pasokan bbm OR bbm OR energi,2049632370069025075,spac3e,spac3e11,"@terryridon Okay paba kayo? mukang nauubusan na kayo ng bala, laban kay VP Sara ah.. jusko galingan nyo. kundi yari kayo sa 2028. wag nyo din ipanalangin na mategi si BBM at baka mapaaga pagging president nya",Positive,https://x.com/status/2049632370069025075,2026-04-29 23:30:12,0,0,0,40
pasokan bbm OR bbm OR energi,2049632337097617559,𝗿𝗲𝗶,reilullaby,Ini orang kenapa sih? Setiap lewat selalu aja ngamuk-ngamuk mlu. Tp kerjaannya malah ngebenturin sesama masyarakat. Buang-buang energi aja.,Neutral,https://x.com/status/2049632337097617559,2026-04-29 23:30:04,0,0,0,40
pasokan bbm OR bbm OR energi,2049632223075487808,~ chajatta ~,anne14045,"@xendless_s Untung2an. Lebih enak notaris terima beres, kadang klo ngurus sendiri itu ngurus2 berkasnya ribet di instansi2 terkait. Yakin deh, nguras energi Dan gedek ngerasa dipalak dgn dalih ""seikhlasnya"" atau uang admin, pelicin dsb. Belom lagi nguras waktu tektok Sana sini, suka dioper2",Neutral,https://x.com/status/2049632223075487808,2026-04-29 23:29:36,41,0,4,40
pasokan bbm OR bbm OR energi,2049632104938402111,Asset01,bytebackmusic,"The Machine tried to lock the door, so we burned the building down. 🔥 BBM isn’t just music; it’s a digital insurgency. We don't negotiate with the algorithm. One Banner. One Bloodline. Permanent. 🤘🏴‍☠️ https://t.co/Mu9WuW07KU",Neutral,https://x.com/status/2049632104938402111,2026-04-29 23:29:08,0,0,0,40
pasokan bbm OR bbm OR energi,2049631855394385977,Supriyanto 170221,SupriyantoLamp1,@kemendespdt Desa Bergerak Lebih maju Semangat hemat energi dengan menghadirkan  transportasi transportasi Ramah lingkungan dan Moderen. https://t.co/ryiidf5bl7,Neutral,https://x.com/status/2049631855394385977,2026-04-29 23:28:09,0,0,0,40
pasokan bbm OR bbm OR energi,2049631134611652986,Sasa 🇵🇭,sasaraketera,"@BlueHorseshoe09 @BrianTycangco And I even heard one of them from a market briefing I attended last year saying it would be better off if BBM stays in power over Duterte — that was post-SONA. Oh wait, here's a public interview sample. https://t.co/wAgIkG8TDo",Positive,https://x.com/status/2049631134611652986,2026-04-29 23:25:17,1,0,0,40
pasokan bbm OR bbm OR energi,2049630988779610341,Resep Bunda Online,Resepbundaol,"Anak lagi GTM? Bikinin Sayur Sop Bening aja! Kuahnya seger, gurih, dan super sehat. Resep anti ribet buat stok energi seharian. Resep lengkapnya cek di sini 👇 #ResepSimpel #SayurSop  https://t.co/JriCDXHciE https://t.co/BFZ52uInUk",Positive,https://x.com/status/2049630988779610341,2026-04-29 23:24:42,0,0,0,40
pasokan bbm OR bbm OR energi,2049630932986949740,Analytics Are For The Nerds,NoNerds_FF,Tonight! 9pm est. @FF_LouieGee and @RyanMura do their first BBM draft of the year! And maybe a drop in from @allie_brady straight from urgent care?  https://t.co/P4jKWYWge3,Positive,https://x.com/status/2049630932986949740,2026-04-29 23:24:29,1,4,0,40
pasokan bbm OR bbm OR energi,2049630110614233129,Alberto Dionisio,Albertodatuin21,@laiteranidaddy SWOH was Heartbroken 💔 because she was CHEATED on a DEAL which Madriaga stated in his SWORN Affidavit  that a “Term Sharing Deal” existed between BBM and SWOH before the May 2022 Presidential election. That’s why it’s NO JOKE when BBM RENEGED. My Viewers will support my claim,Neutral,https://x.com/status/2049630110614233129,2026-04-29 23:21:13,2,1,1,40
