keyword,tweet_id,username,handle,text,sentiment,url,datetime,likes,retweets,replies,tweets_per_date
pasokan bbm,2041056851782259023,kumparan,kumparan,"Menteri ESDM Bahlil Lahadalia kembali menegaskan bahwa saat ini pemerintah terus membuka opsi impor minyak ke berbagai negara, termasuk Rusia.  Menurutnya, saat ini pasokan minyak mentah dunia sedang mengalami gangguan logistik seiring dengan ditutupnya Selat Hormuz akibat https://t.co/7anNrHCBSt",Neutral,https://x.com/status/2041056851782259023,2026-04-06 07:34:09,11,6,9,21
pasokan bbm,2041047497288864132,Media Indonesia,mediaindonesia,"“Kalau tidak kita kelola dengan baik, kita bisa mengalami hal yang sama  seperti negara lain yang harus menaikkan harga BBM atau menghadapi  keterbatasan pasokan. Tapi kita masih relatif stabil,” katanya.  https://t.co/tbTuFs9uTA",Neutral,https://x.com/status/2041047497288864132,2026-04-06 06:56:58,1,0,0,21
pasokan bbm,2041004014209487355,Portal Berita EV ™,bNdotzz,Menakar Dampak Terbatasnya Pasokan BBM terhadap Pembiayaan Kendaraan Listrik https://t.co/6vvml1chbM,Neutral,https://x.com/status/2041004014209487355,2026-04-06 04:04:11,0,0,0,21
pasokan bbm,2040998803629908065,sulawesi update,update_sulawesi,Stabilitas harga BBM yang terjaga hingga menjadi salah satu termurah di ASEAN adalah hasil dari langkah taktis pemerintah dalam memastikan ketersediaan energi tetap aman melalui diversifikasi pasokan. #berita #darirakyatuntukenergi #bahlillahadalia #esdm https://t.co/rhLK86VBtU,Neutral,https://x.com/status/2040998803629908065,2026-04-06 03:43:29,1,0,0,21
pasokan bbm,2040986627854487919,Berita Pekalongan,newspekalongan_,Alasan JK Minta Pemerintah Naikkan Harga BBM di Tengah Konflik Timur Tengah  Jusuf Kalla menilai konflik di kawasan Timur Tengah berpotensi mendorong kenaikan harga minyak dunia. Kondisi geopolitik yang tidak stabil biasanya berdampak langsung pada pasokan  #senin #pagii,Neutral,https://x.com/status/2040986627854487919,2026-04-06 02:55:06,0,0,0,21
pasokan bbm,2040984821501980991,Info Tarakan,tarakannews,Alasan JK Minta Pemerintah Naikkan Harga BBM di Tengah Konflik Timur Tengah  Jusuf Kalla menilai konflik di kawasan Timur Tengah berpotensi mendorong kenaikan harga minyak dunia. Kondisi geopolitik yang tidak stabil biasanya berdampak langsung pada pasokan #senin #pagii,Neutral,https://x.com/status/2040984821501980991,2026-04-06 02:47:55,0,0,0,21
pasokan bbm,2040979416239813111,"Muannas Alaidid, SH. MH.",muannas_alaidid,"Rasanya mrk engga sabar belakangan jadi mendadak ramai statement 'sampah' &amp; produksi konten narasi pemerintahan  @prabowo  diturunkan paksa aja. bahkan ada narasi oposisi &amp; pengamat 'so paten' semula meramal indonesia katanya bakal chaos, barangkali tadinya lewat isu kenaikan https://t.co/uUxDtZam7C",Neutral,https://x.com/status/2040979416239813111,2026-04-06 02:26:27,33,15,25,21
pasokan bbm,2040971807113855013,Kocengg 🐱,piscokgede,"@txtdaritaxpayer Sampe yg non subsidi aja ga dinaikkan, itu blunder.  Harusnya pemerintah itu menjamin ketersediaan pasokan aja, menjamin pertalite ga habis, pertamina tutup pendaftaran subsidi tepat biar ga ada mobil2 baru tiba-tiba daftar.   Setipe sama 06, demi BBM 10 tahun ga ngapai2in.",Neutral,https://x.com/status/2040971807113855013,2026-04-06 01:56:12,0,0,0,21
pasokan bbm,2040936332512686326,Don Jhon,DonJhon973775,@jangetes @S4N_W1B1 Nggak becus darimana? Terbukti Prabowo berhasil membuat Indonesia swasembada beras dan harga BBM tidak naik padahal banyak negara terpaksa menaikan harga BBM akibat pasokan minyak dunia yg terhambat. Itu prestasi yg tak bisa dibantah. Kufur nikmat lo.  https://t.co/iCcQ8TkHSr https://t.co/S8IQridOoy,Neutral,https://x.com/status/2040936332512686326,2026-04-05 23:35:15,0,0,0,17
pasokan bbm,2040815327450452368,Anna,annahariyani2,"Pertamina menegaskan stok BBM masih aman dan cadangannya dalam kondisi cukup, jadi pasokan ke masyarakat disebut tetap terkendali. https://t.co/LiDC0d7f4j",Neutral,https://x.com/status/2040815327450452368,2026-04-05 15:34:25,0,0,0,17
pasokan bbm,2040800675609854339,Indonesia_Baru,MENUJU_2029,"Kabar baik untuk ketahanan energi kita! Andre Rosiade memastikan dua kapal tanker Pertamina segera melewati Selat Hormuz menuju tanah air. Di tengah situasi global yang dinamis, koordinasi lintas sektor memastikan pasokan BBM tetap terjaga untuk seluruh rakyat Indonesia. https://t.co/4cgAYDwRWx",Neutral,https://x.com/status/2040800675609854339,2026-04-05 14:36:11,1,0,0,17
pasokan bbm,2040799394325569803,Ahmad Syaichul I,Cikulano,"@ainunnajib Yup ini analisa yg menarik, sejalan dengan fakta bbm dikita ga naik harga Dan ga langka, idul fitri juga pasokan aman, apakah benar?",Neutral,https://x.com/status/2040799394325569803,2026-04-05 14:31:06,0,0,0,17
pasokan bbm,2040747185701257221,Yamnika,Yamnikayut,Pertamina jamin pasokan BBM tetap aman dan mencukupi. https://t.co/9W1FH7gstK,Neutral,https://x.com/status/2040747185701257221,2026-04-05 11:03:38,0,0,0,17
pasokan bbm,2040714333358059759,Nurul Jannah,iam_nuruljannah,"Pertamina Pastikan Pasokan BBM Stabil Dengan stok yang dinyatakan aman, Pertamina terus memastikan layanan energi bagi masyarakat berjalan optimal dan berkelanjutan. https://t.co/t0UDdAwvvN",Neutral,https://x.com/status/2040714333358059759,2026-04-05 08:53:06,0,0,0,17
pasokan bbm,2040713445675524145,Wawat Kurniawan (WeKa) 🇲🇨,WeKa_Ronin,"Teknologi militer amerika hebat Hahahaha BARANG MUSEUM bos sekarang, yang keren dan Hebat di Masa Jenderal Mike Flyn masih Bertugas Hahaha bukan keren disaat dia sudsh PENSIUN Hahahaha... bahkan F35 juga bukan lagi STEALTH di mata IRAN Hahaha  Teknologi militer Amerika hebat?",Positive,https://x.com/status/2040713445675524145,2026-04-05 08:49:34,2,4,0,17
pasokan bbm,2040704428542718147,Info Digital ternews,Infodgtrnews,Harga BBM Indonesia menjadi salah satu yang paling terjangkau di ASEAN melalui eksekusi taktis Menteri ESDM Bahlil Lahadalia dalam menjaga stabilitas energi melalui diversifikasi pasokan dan pengelolaan yang terukur. #berita #darirakyatuntukenergi #bahlillahadalia #esdm https://t.co/DAmBKGVI4B,Neutral,https://x.com/status/2040704428542718147,2026-04-05 08:13:44,1,0,0,17
pasokan bbm,2040691428616200311,#Suara Rakyat Biasa,AhmadiMuslim12,Sebagaimana disampaikan oleh Pemimpin Rohani Jema'at Muslim Ahmadiyah Internasional. Hazrat Mirza Masroor Ahmad (aba).  Khalifatul Masih V menyampaikan bahwa perang Dunia sudah dimulai dan akan berlangsung lama.   Untuk itu saya sebagai warga negara Indonesia menyarankan kepada,Neutral,https://x.com/status/2040691428616200311,2026-04-05 07:22:05,0,0,0,17
pasokan bbm,2040667193680261610,Gülden Bolatoğlu,RiveraLayl32831,"Antrean panjang terjadi di banyak SPBU berbagai negara tetangga, mulai dari Thailand, Filipina, sampai Kamboja. Krisis energi ini menjadi imbas perang di Timur Tengah. Namun, pemerintah Indonesia menjamin pasokan BBM di dalam negeri aman. https://t.co/06gp3WsOUR",Neutral,https://x.com/status/2040667193680261610,2026-04-05 05:45:47,1,0,0,17
pasokan bbm,2040655697394753791,VivaCoid,VIVAcoid,"Pemerintah diingatkan untuk meningkatkan kewaspadaan terhadap potensi efek domino dari krisis energi global yang mulai merambat ke sektor industri dalam negeri.  Anggota Komisi XII DPR RI, Shanty Alda Nathalia menyoroti bahwa dinamika energi global saat ini tidak hanya berdampak https://t.co/RyOMtcEJxx",Neutral,https://x.com/status/2040655697394753791,2026-04-05 05:00:06,5,1,0,17
pasokan bbm,2040648566528672003,Lambe Saham,LambeSahamjja,"Guys, lu pada tau gak… ada satu titik kecil di peta dunia yang bisa bikin ekonomi global lumpuh dalam hitungan hari?  Namanya adalah Selat Hormuz dan sekarang lagi jadi pusat ketegangan paling berbahaya di dunia.  Selat ini bukan jalur biasa. Sekitar 20% pasokan minyak dunia https://t.co/38ahw3VvBn",Neutral,https://x.com/status/2040648566528672003,2026-04-05 04:31:46,13,4,4,17
pasokan bbm,2040625487160975581,tempo.co,tempodotco,"Nasib Stok BBM Kita, Aman atau Tidak?  Perang di Timur Tengah mengancam ketahanan energi hampir semua negara, termasuk Indonesia. Stok bahan bakar minyak nasional yang bergantung pada pasokan impor pun menjadi rawan. Pemerintah menjamin stok aman namun standar kecukupannya masih https://t.co/Zv3TUlUoLO",Neutral,https://x.com/status/2040625487160975581,2026-04-05 03:00:03,40,9,5,17
pasokan bbm,2040610401499463705,VivaCoid,VIVAcoid,"Transportasi umum di ibu kota Pakistan akan digratiskan selama satu bulan di tengah kenaikan harga BBM akibat konflik di Timur Tengah.  Kementeriannya akan menanggung biaya 350 juta rupee Pakistan (sekitar Rp21,3 miliar) untuk program tersebut.  Perkembangan ini terjadi ketika https://t.co/DviIYnzBpG",Neutral,https://x.com/status/2040610401499463705,2026-04-05 02:00:07,8,0,1,17
pasokan bbm,2040608008179470601,Idses,mencobavalid,"Kok bisa efek perang sampai ke harga plastik?  Jadi gini,  ▶️Plastik dibuat dari Nafta, yaitu zat yang berasal dari olahan minyak mentah. Karena harga minyak dunia melonjak dari US$67 ke atas US$100 per barel, otomatis biaya bikin plastik jadi jauh lebih mahal.  ▶️Kawasan Asia https://t.co/EN6ppCSVFH",Neutral,https://x.com/status/2040608008179470601,2026-04-05 01:50:36,0,1,0,17
pasokan bbm,2040591694551474483,Satu Suara,JuangIndo,Pasokan energi nasional tetap aman dan terjamin. Distribusi BBM dan LPG terus dijaga agar kebutuhan masyarakat di seluruh wilayah tetap terpenuhi tanpa gangguan. #PasokanEnergiAman #StokBBMAman #LPGAman #KetahananEnergi #EnergiNasional https://t.co/C6qMucaLe5,Neutral,https://x.com/status/2040591694551474483,2026-04-05 00:45:46,2,0,0,17
pasokan bbm,2040580763843014808,Portal Berita EV ™,bNdotzz,Terbatasnya Pasokan BBM Dorong Multifinance Fokus ke Kendaraan Listrik https://t.co/NvEsYuHH4G,Neutral,https://x.com/status/2040580763843014808,2026-04-05 00:02:20,1,0,0,17
pasokan bbm,2040532365433565214,windi,TrinityWorman36,"DPR menegaskan stok BBM aman, sementara Indonesia juga menemukan sumber minyak baru yang berpotensi memperkuat pasokan energi nasional. https://t.co/IP9CKWIL67",Neutral,https://x.com/status/2040532365433565214,2026-04-04 20:50:01,0,0,0,1
