keyword,tweet_id,username,handle,text,sentiment,url,datetime,likes,retweets,replies,tweets_per_date
pln merugi since_time:1773837072 until_time:1773841632,2034252743263797352,bbinggo,bbinggow,@elsaday__ Pln merugi mulu gegara korupsi ajg,Neutral,https://x.com/status/2034252743263797352,2026-03-18 12:57:03,1,0,0,8
pln merugi since_time:1773837072 until_time:1773841632,2034247205461299272,Patrick Harimo,patrickharimo,@hansssolo @bud1_f1 Jika rakyat tidak hemat mereka tokh bayar. Lagian masa sulit begini siapa yg tdk berhemat kec. mereka yg dapat uangnya dgn cara korupsi krn uang melimpah. PLN merugi kenapa rakyat yg tanggung jawab? Logika dari mana itu. Harusnya tikus2 pengerat PLN yg diberantas🥹,Neutral,https://x.com/status/2034247205461299272,2026-03-18 12:35:02,0,0,0,8
pln merugi since_time:1773841633 until_time:1773845413,2034279748843835864,Ratih,marinrinn_,Padahal PLN nih monopoli tapi masih merugi wkwk.,Neutral,https://x.com/status/2034279748843835864,2026-03-18 14:44:21,0,0,0,8
pln merugi since_time:1773849555 until_time:1773854235,2034316128638619755,Shikari,rayanefendi,"@elsaday__ Kalo kami semua hemat bgt sampai full panel surya, apakah PLN akan untung atau tambah merugi?",Positive,https://x.com/status/2034316128638619755,2026-03-18 17:08:55,0,0,0,8
pln merugi since_time:1773849555 until_time:1773854235,2034298648813793285,Dyckyy Dyckyy,DDyckyy,@elsaday__ Hey Bahlil bin Bahlul justru yang bikin PLN itu merugi karena banyak  koruptornya di situ jadi jangan lagi Bebani rakyat dengan cara menaikkan tarif listrik di tengah situasi ekonomi yang serba sulit ini,Neutral,https://x.com/status/2034298648813793285,2026-03-18 15:59:27,0,0,0,8
pln merugi since_time:1773862698 until_time:1773865218,2034360692531446041,Maulakarim,mau41396,"@elsaday__ Yg buat boros itu dan pln merugi banyak maling di tubuh PLN sendiri, Tantrem yg sangat tinggi, komisaris ga ada guna pejabat nya hanya dr balas budi politik tdk profesional, jd Boros, jgn disalahkan hrg token Bahlulll",Neutral,https://x.com/status/2034360692531446041,2026-03-18 20:06:00,0,0,0,8
pln merugi since_time:1773895167 until_time:1773899247,2034501962100809954,SonnyTF,antikan_cakSon,@elsaday__ @aceye Ijin tanya PLN terus merugi Ratusan Milyar padahal kita bayar Cash uangnya diambil sapa ya ?,Neutral,https://x.com/status/2034501962100809954,2026-03-19 05:27:21,0,0,0,8
pln merugi since_time:1773895167 until_time:1773899247,2034501921265103268,BagusAgus,AgusstiyoAgus,"@LambeSahamjja Kalau emang kejadian ini benar.... Betapa menjijikkan dan bodoh sekali PLN, pantesan perusahaannya merugi melulu kelakuan mereka sungguh bangsat",Neutral,https://x.com/status/2034501921265103268,2026-03-19 05:27:11,0,0,0,8
pln merugi since_time:1773907050 until_time:1773909630,2034550419540844800,Nogi,MadDongos,"Bleguk, kalo BUMN yang  merugi tapi rakyatnya taat bayar harusnya diliat lah jajaran tikus tikus internal PLN",Neutral,https://x.com/status/2034550419540844800,2026-03-19 08:39:54,0,0,0,8
pln merugi since_time:1773916353 until_time:1773919833,2034583726924149189,MZ,arhietea99,"@UmarHasibuan__ Perasaan bukan GIA aja yg merugi, kayaknya hmpir semua BUMN merugi terus, PLN,Pertamini, Telkom, dll, sdh bukan rahasia umum lagi, karena selama ini BUMN adalah sapi perahanya para penguasa..jd pasti  merugi wong dagingnya sdh dmkn tikus berdasi sisa tulangnya utk laporan RUPS",Neutral,https://x.com/status/2034583726924149189,2026-03-19 10:52:15,0,0,1,8
pln merugi since_time:1773919834 until_time:1773922954,2034602647706304522,Nni,ndwggrn,"PLN itu satu2nya penyedia listrik di Indo dr jaman nenek moyang, kok bisa merugi lho Lil Bahlill! Rugi itu ya krn pejabat korup model kalian, rugi kok malah mau naikin tarif listrik! Rakyat lagi yg kalian buat sengsara ya ampun! 😡 tiap hari isinya kok berita sampah dari kalian!",Neutral,https://x.com/status/2034602647706304522,2026-03-19 12:07:26,0,0,0,8
pln merugi since_time:1773922955 until_time:1773925595,2034613069931012405,Santos7,YPBB_Santos7,"@yusuf_dumdum Tak lama lagi negara ini bangkrut benaran... Satu persatu BUMN ambruk. PLN, merugi, GIA merugi...  Apa lagi yaa https://t.co/SZbzZzzIhZ",Neutral,https://x.com/status/2034613069931012405,2026-03-19 12:48:51,0,0,0,8
pln merugi since_time:1773936399 until_time:1773940899,2034666727871741985,ABBY,MachanKertas,Dikabarkan PLN merugi karena kecantikan @MachanKertas menyala sendiri tanpa token. https://t.co/kBRljRi5PM,Neutral,https://x.com/status/2034666727871741985,2026-03-19 16:22:04,2,2,2,8
pln merugi since_time:1773936399 until_time:1773940899,2034664301848572115,Erwin.,ermilang,Dikabarkan PLN merugi karena kecantikan @namairama menyala sendiri tanpa token https://t.co/MKq9H6mRPf,Neutral,https://x.com/status/2034664301848572115,2026-03-19 16:12:26,1,0,0,8
pln merugi since_time:1773971149 until_time:1773973669,2034813169848439224,Muldongok Mukidi,mukidi36083,"@elsaday__ Mayoritas Pengusaha dan perusahaan besar, sedang, menengah maling ( resmi ) listrik. PLN merugi , lalu kau suruh menaikkan token listrik, ini berarti rakyat kecil kau suruh patungan bayarin pengusaha ?  Jiancoook tenan kau nih",Neutral,https://x.com/status/2034813169848439224,2026-03-20 02:03:59,0,0,0,2
pln merugi since_time:1774027026 until_time:1774030386,2035055307903443218,𝗔𝗥𝗘𝗞 𝗦𝗨𝗥𝗢𝗕𝗢𝗬𝗢,txtkaumurban,@lantip Belum lagi entar PLN sambat merugi..heran aku rugi kok terus 😂😂😂,Neutral,https://x.com/status/2035055307903443218,2026-03-20 18:06:09,0,0,0,2
pln merugi since_time:1774233303 until_time:1774237263,2035913513169019357,Dust in the wind,MySaviorJesus77,@KangManto123 Yang dikatakan Wowo itu benar.. kita kelebihan listrik makanya PLN merugi karena harus bayar listrik yang tidak terpakai  Hanya sayangnya omongan gak konsisten dengan perbuatan.. presiden halu yang memimpin tanpa ada program yang jelas,Neutral,https://x.com/status/2035913513169019357,2026-03-23 02:56:21,0,0,2,4
pln merugi since_time:1774256170 until_time:1774260610,2036004808033997086,Very Good Guy,bagaskliwon,"@KangManto123 PLN merugi terus lo wok, ditambah ngurusi kendaraan pulak",Neutral,https://x.com/status/2036004808033997086,2026-03-23 08:59:08,0,0,0,4
pln merugi since_time:1774267453 until_time:1774271053,2036058984852189268,Ary Babel,Ary_Babel,"@antaranews Transisinya murah, beban rakyat membayar listrik yg naik, lucunya PLN merugi 🤣🤣🤣",Neutral,https://x.com/status/2036058984852189268,2026-03-23 12:34:24,0,0,0,4
pln merugi since_time:1774306163 until_time:1774309583,2036221261584671049,Azwar Rozali,azwar6102,"Rakyat dikorbankan, sementara PLN tidak akan ada jaminan merugi dan berhutang lagi.",Neutral,https://x.com/status/2036221261584671049,2026-03-23 23:19:14,0,0,0,4
pln merugi since_time:1774320327 until_time:1774324407,2036273449107333482,Garely,DermagaGarely,@ShamsiAli2 kalau diadakan diskusi publik melibatkan para ahli di dalam dan di luar pemerintahan... akan ketemu akar masalah penyebab kerugian PLN khususnya..!!!   terindikasi Pemerintah akan dipermalukan kenapa PLN terus merugi,Neutral,https://x.com/status/2036273449107333482,2026-03-24 02:46:37,1,0,0,4
pln merugi since_time:1774328969 until_time:1774333349,2036313001696043492,YP|40,yudhaprand,@GNFI 1. BBM saja masih banyak kekurangan bahkan di pelosok Jawa 2. Persebaran instalasi listrik lebih memprihatinkan daripada BBM  3. Pembayaran Listrik 900W masih terlalu mahal bagi kalangan masyarakat kelas bawah  4. PLN terus merugi meski telah memonopoli suplai listrik di NKRI ...,Neutral,https://x.com/status/2036313001696043492,2026-03-24 05:23:47,0,0,1,4
pln merugi since_time:1774344333 until_time:1774347693,2036376928127688709,embege,melonpea01,"@LambeSahamjja Tapi kalau PLN pakai tenaga nuklir yg hemat dan murah pasti PLN tambah rugi, sekarang aja terus MERUGI padahal rakyat make token yg klo habis mati tuh listrik. Jadi ga perlu sih proyek PLTN kasihan orang2 PLN nanti pada nganggur 😆😆",Neutral,https://x.com/status/2036376928127688709,2026-03-24 09:37:48,17,0,1,4
pln merugi since_time:1774347694 until_time:1774350814,2036391849750045153,Chaerul Hatta (Daeng Buang),MKZxRoel,Bad News! Setelah semua beralih ke kendaraan listrik maka @pln_123 pun naikin TDL dngn alasan merugi!  Lahan korupsi memang banyak ragamnya di negeri ini!  Hidup Bahlil!!!  cc: @prabowo https://t.co/1MxWuyO4pt,Negative,https://x.com/status/2036391849750045153,2026-03-24 10:37:05,0,0,0,4
pln merugi since_time:1774426256 until_time:1774429196,2036718169759637828,yor bondol,5620yul,@ohyulimnida kasian PLN merugi karna LNGSHOT menyala tanpa token listrik,Neutral,https://x.com/status/2036718169759637828,2026-03-25 08:13:46,1,0,1,1
pln merugi since_time:1774506437 until_time:1774510457,2037059545407905827,Elfariz,alfariz220,@setiiyono Berat sih kalo harus pakai central. Krisis energi dadakan PLN merugi nanti😅,Neutral,https://x.com/status/2037059545407905827,2026-03-26 06:50:17,1,0,1,6
pln merugi since_time:1774510458 until_time:1774514478,2037082037312774654,aline desu,alineliuzi,"@insidefolkative gk solutif di tengah ekonomi rakyat menengah kebawah yang sedang sulit. Coba itu apa sih dulu, yg hasil uji coba bensin dari air, atau sampah gitu2 an lah.  kalau dari listrik, nanti kan pln makin merugi, kasian mereka. listrik gk ngutang aja mereka rugi",Neutral,https://x.com/status/2037082037312774654,2026-03-26 08:19:39,0,0,0,6
pln merugi since_time:1774522281 until_time:1774526421,2037126269356433889,BajaRingan,_djono1892,"Semua pakai listrik juga PLN tetep merugi, ya gak boss @pln_123 ??",Neutral,https://x.com/status/2037126269356433889,2026-03-26 11:15:25,0,0,0,6
pln merugi since_time:1774533024 until_time:1774535784,2037174006852550742,punkestu,dreehimawan,"Gua juga bingung. Tp gausah mineral deh, perusahaan listrik (PLN). Mereka bisa merugi setiap tahun padahal gaada kompetitor di levelnya. Termasuk dalam BUMN. Artinya, mmg ada banyak kelas koruptor aja di Indonesia. Ga hanya 1 golongan, mengakar dan terus berbuah.",Neutral,https://x.com/status/2037174006852550742,2026-03-26 14:25:06,0,0,0,6
pln merugi since_time:1774533024 until_time:1774535784,2037173777591845171,Bang Dilla,BedilKudil,@LambeSahamjja Karena MANAJEMEN BOBROK semua disertai KERAKUSAN KORUPTOR. Lo bayangin aja maskapai kebanggaan kita @IndonesiaGaruda dan @pln_123 @infoPLN  merugi terus. Manajemennya udah memenuhi syarat itu buat dihukum mati karena merugikan negara.,Neutral,https://x.com/status/2037173777591845171,2026-03-26 14:24:12,0,0,0,6
pln merugi since_time:1774533024 until_time:1774535784,2037169755002724510,skr💙,Mas_Ar27,@SiaranBolaLive PLN aja merugi sok²an ngide full kendaraan listrik 😅 yg kemaren demi ambisinya sampe merusak alam untuk sawit dijadiin bahan bakar itu siapa?,Positive,https://x.com/status/2037169755002724510,2026-03-26 14:08:13,0,0,0,6
pln merugi since_time:1774661639 until_time:1774666439,2037708195532333419,Fahmi_RW,Fahmi_RW,"@PresidenKopi Si bahlul ini masih juga belum paham apa alasannya PLN merugi? Coba tanya menteri BUMN, Lul, biar ngerti",Neutral,https://x.com/status/2037708195532333419,2026-03-28 01:47:47,0,0,0,5
pln merugi since_time:1774675683 until_time:1774678863,2037769454017462365,Riki Gween,RikiGween,"@ARSIPAJA Garuda aja tekor,Pln aja merugi, perusahaan raksasa pemerintah aja begini nasib nya, apalagi masyarakat yg gaji cm umr atau bahkan dibawahnya cm bisa buat skdar makan Sm tabung dikit2, yah karena kebutuhan orang pd belanja kalau kaga makan apa,jalan macet itu kegagalan pemerintah",Neutral,https://x.com/status/2037769454017462365,2026-03-28 05:51:12,0,0,0,5
pln merugi since_time:1774682885 until_time:1774687565,2037800274694390026,Rohul,broarsal,"@Abu_shahib16 @msaid_didu Kenapa negara tidak pernah transparan terkait pendapatan minyak dan gas bumi, Batubara dan hasil tambang  PLN dan yg terkait dgn BUMN. Selama ini kita diinformasikan semua merugi apalagi maskapai Garuda",Neutral,https://x.com/status/2037800274694390026,2026-03-28 07:53:40,2,0,1,5
pln merugi since_time:1774687566 until_time:1774690506,2037817366499954936,khairul latif aziz,latif_khairul,"@txtdrimedia Jadi sbelum nya Gedung DPR AC dan Listrik hidup 24 jam yaaa?  Pantas PLN Merugi terus, ternyata diserobot kantor DPR dluan sebelum dijual ke masyarakat,,",Neutral,https://x.com/status/2037817366499954936,2026-03-28 09:01:35,3,1,0,5
pln merugi since_time:1774701910 until_time:1774705990,2037878357183086808,Kakang Prabu,ChandraYun98076,"@hope_emak Mau harga token berapa pun, PLN tetap akan merugi, selama yang pejabatnya tetap.......",Neutral,https://x.com/status/2037878357183086808,2026-03-28 13:03:56,1,0,0,5
pln merugi since_time:1774791275 until_time:1774795655,2038260954035867750,GEEHUN,parkjhooin,@asaewnami PLN mengaku merugi karena asaewnami menyala tanpa token,Neutral,https://x.com/status/2038260954035867750,2026-03-29 14:24:15,0,0,1,3
pln merugi since_time:1774795656 until_time:1774798296,2038276564127977691,d[-_-]b,FMK89,"@RomitsuT Mending ingatin BUMN, urusin PLN yg merugi terus padahal gak ada kompetitor, apalagi si PERTAMINA, kumpulan MALING semua",Neutral,https://x.com/status/2038276564127977691,2026-03-29 15:26:16,0,0,0,3
pln merugi since_time:1774798297 until_time:1774802197,2038293076662489129,Mas Bang Bli,putunandaps,@sbyfess trus kenapa PLN merugi ya?,Neutral,https://x.com/status/2038293076662489129,2026-03-29 16:31:53,0,0,0,3
pln merugi since_time:1774846131 until_time:1774848771,2038484127398482099,LaLa .☽༊˚,7enala,"OMG!!! our bravehyun!🍓 diduga PLN merugi tiap taun, karna baekhyun menyala tanpa token sksksk!!!❤️‍🔥  let his heavenly voice speak for itself and drown out all your noise❤️❤️❤️  https://t.co/sToMZETyeA",Neutral,https://x.com/status/2038484127398482099,2026-03-30 05:11:03,1,0,0,5
pln merugi since_time:1774863956 until_time:1774867736,2038560135413719117,GEEHUN,parkjhooin,@Cohoisan PLN mengaku merugi karena Cohoisan menyala tanpa token 🔥🔥,Neutral,https://x.com/status/2038560135413719117,2026-03-30 10:13:05,0,0,1,5
pln merugi since_time:1774863956 until_time:1774867736,2038567535323558384,LaLa .☽༊˚,7enala,"PLN binggung kenapa mereka merugi tiap taun??? ternyata karna @B_hundred_Hyun menyala tanpa token, sksksk!!!❤️  sehat tanpa obat, pontang panting tanpa doping... tidak pernah jd bintang, tp dihina karan terlalu terang... nyalain sendiri yang @B_hundred_Hyun ❤️‍🔥💥💣",Neutral,https://x.com/status/2038567535323558384,2026-03-30 10:42:29,0,0,1,5
pln merugi since_time:1774867737 until_time:1774871457,2038578651693035766,LaLa .☽༊˚,7enala,"PLN binggung kenapa mereka merugi tiap taun??? ternyata karna baekhyun menyala tanpa token, sksksk!!!❤️  sehat tanpa obat, pontang panting tanpa doping... tidak pernah jd bintang, tp dihina karna terlalu terang... nyalain sendiri yang❤️‍🔥💥💣  https://t.co/gpXvHcRtnK",Neutral,https://x.com/status/2038578651693035766,2026-03-30 11:26:40,0,0,0,5
pln merugi since_time:1774867737 until_time:1774871457,2038569410231951729,LaLa .☽༊˚,7enala,"PLN binggung kenapa mereka merugi tiap taun??? ternyata karna baekhyun menyala tanpa token, sksksk!!!❤️  sehat tanpa obat, pontang panting tanpa doping... tidak pernah jd bintang, tp dihina karna terlalu terang... nyalain sendiri yang❤️‍🔥💥💣",Neutral,https://x.com/status/2038569410231951729,2026-03-30 10:49:56,0,0,0,5
pln merugi since_time:1774916110 until_time:1774919230,2038782839668523148,Yudha Wira,Yudhawpa,"@xarendul Damn, jarang tampil, sekalinya tampil bikin PLN merugi",Neutral,https://x.com/status/2038782839668523148,2026-03-31 00:58:02,0,0,1,1
pln merugi since_time:1775045147 until_time:1775049647,2039323521923649856,Noction,hellosolechan,Pasang PLTS dengan niat membantu PLN agar tidak merugi,Neutral,https://x.com/status/2039323521923649856,2026-04-01 12:46:31,0,0,0,1
